island,site,date,observer,row,col,trt,spp,ht,numleaves,leafnum,wilt,damclass,primdam,secdam,notes,entby,proofby,dateent
tinian,pina,13-Sep-10,SF,13,a,excl,Neisosperma,27.2,6,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,13,a,excl,Neisosperma,27.2,6,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,13,a,excl,Neisosperma,27.2,6,6,,25-Oct,r,na,,SF,,
guam,anaoarray,2-Jul-10,BE,4,d,excl,Morinda,8.2,5,1,no,25-Oct,h,dis,,TL,,
tinian,pina,13-Sep-10,SF,10,c,excl,Papaya,39.7,4,2,,50-75,r,na,,SF,,
tinian,pina,13-Sep-10,SF,10,c,excl,Papaya,39.7,4,3,,25-50,r,na,,SF,,
tinian,pina,13-Sep-10,SF,10,c,excl,Papaya,39.7,4,4,,50-75,r,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,4,D,open,Papaya,21.3,4,1,no,10-May,H,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,9,c,excl,Papaya,38.5,6,2,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,9,c,excl,Papaya,38.5,6,3,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,9,c,excl,Papaya,38.5,6,4,,25-50,h,na,,SF,,
tinian,pina,13-Sep-10,SF,9,c,excl,Papaya,38.5,6,5,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,9,c,excl,Papaya,38.5,6,6,,25-Oct,h,dis,,SF,,
guam,anaoarray,2-Jul-10,SP,4,d,open,Papaya,26.2,9,1,no,0,na,na,,TL,,
tinian,pina,13-Sep-10,SF,11,d,excl,Papaya,45,3,2,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,11,d,excl,Papaya,45,3,3,,0,na,na,,SF,,
guam,anaoarray,2-Jul-10,SP,4,f,excl,Morinda,23.9,9,1,no,75-99,dis,na,,TL,,
tinian,pina,13-Sep-10,SF,9,d,excl,Morinda,11.3,6,2,,25-50,dis,na,leaf rot,SF,,
tinian,pina,13-Sep-10,SF,9,d,excl,Morinda,11.3,6,3,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,9,d,excl,Morinda,11.3,6,4,,10-May,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,9,d,excl,Morinda,11.3,6,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,9,d,excl,Morinda,11.3,6,6,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,5,d,excl,Papaya,,,,,,na,na,dead; hsr added spp 2/24/11,SF,,
guam,ANAOarray,10-Jun-10,EH,4,H,open,Neisosperma,18.7,6,1,no,<2,H,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,3,d,excl,Morinda,10.2,5,2,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,d,excl,Morinda,10.2,5,3,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,d,excl,Morinda,10.2,5,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,3,d,excl,Morinda,10.2,5,5,,25-Oct,r,na,,SF,,
guam,anaoarray,2-Jul-10,BE,4,h,open,Neisosperma,21.2,8,1,no,0,na,na,,TL,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,2,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,3,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,4,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,5,,5-Feb,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,6,,<2,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,7,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,d,excl,Neisosperma,30.8,8,8,,0,na,na,,SF,,
guam,anaoarray,2-Jul-10,BE,5,c,excl,Morinda,14.5,9,1,no,10-May,h,dis,,TL,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,2,,5-Feb,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,3,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,4,,25-Oct,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,5,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,6,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,7,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,8,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,9,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,10,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,11,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,12,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,13,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,1,e,excl,Papaya,57,14,14,,5-Feb,h,na,,SF,,
guam,anaoarray,2-Jul-10,BE,5,e,open,Morinda,19.7,8,1,no,25-50,dis,h,,TL,,
tinian,pina,13-Sep-10,SF,3,e,excl,Neisosperma,22.3,7,2,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,3,e,excl,Neisosperma,22.3,7,3,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,3,e,excl,Neisosperma,22.3,7,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,3,e,excl,Neisosperma,22.3,7,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,3,e,excl,Neisosperma,22.3,7,6,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,e,excl,Neisosperma,22.3,7,7,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,10,e,excl,Papaya,,,,,,na,na,dead; hsr added spp 2/24/11,SF,,
guam,ANAOarray,10-Jun-10,EH,5,G,open,Papaya,24,4,1,no,<2,H,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,2,,5-Feb,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,3,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,4,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,6,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,7,,10-May,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,14,e,excl,Neisosperma,14.5,8,8,,5-Feb,dis,na,,SF,,
guam,anaoarray,2-Jul-10,BE,5,g,open,Papaya,26.8,7,1,no,25-50,dis,h,,TL,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,2,,25-50,r,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,3,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,5,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,6,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,7,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,8,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,9,,10-May,h,def,,SF,,
tinian,pina,13-Sep-10,SF,10,h,excl,Neisosperma,28.2,10,10,,10-May,def,na,,SF,,
tinian,pina,13-Sep-10,SF,6,h,excl,Papaya,44.4,6,1,no,25-50,r,h,sandwiched to upper leaf,SF,,
tinian,pina,13-Sep-10,SF,6,h,excl,Papaya,44.4,6,2,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,6,h,excl,Papaya,44.4,6,3,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,6,h,excl,Papaya,44.4,6,4,,10-May,r,h,,SF,,
tinian,pina,13-Sep-10,SF,6,h,excl,Papaya,44.4,6,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,6,h,excl,Papaya,44.4,6,6,,25-Oct,r,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,6,E,open,Papaya,28.9,6,1,no,5-Feb,R,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,6,f,excl,Neisosperma,27,7,2,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,6,f,excl,Neisosperma,27,7,3,,25-Oct,dis,na,leaf rot,SF,,
tinian,pina,13-Sep-10,SF,6,f,excl,Neisosperma,27,7,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,6,f,excl,Neisosperma,27,7,5,,5-Feb,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,6,f,excl,Neisosperma,27,7,6,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,6,f,excl,Neisosperma,27,7,7,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,7,f,excl,Papaya,,,,,,na,na,dead; hsr added spp 2/24/11,SF,,
guam,anaoarray,2-Jul-10,BE,6,e,open,Papaya,32.9,7,1,no,10-May,dis,na,,TL,,
tinian,pina,13-Sep-10,SF,5,f,excl,Morinda,13.1,5,2,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,5,f,excl,Morinda,13.1,5,3,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,5,f,excl,Morinda,13.1,5,4,,5-Feb,h,dis,,SF,,
tinian,pina,13-Sep-10,SF,5,f,excl,Morinda,13.1,5,5,,100,h,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,6,F,open,Papaya,28.5,5,1,yes,na,na,na,,S. Perez,,
tinian,pina,13-Sep-10,SF,4,f,excl,Morinda,16,6,2,,10-May,h,def,,SF,,
tinian,pina,13-Sep-10,SF,4,f,excl,Morinda,16,6,3,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,4,f,excl,Morinda,16,6,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,4,f,excl,Morinda,16,6,5,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,4,f,excl,Morinda,16,6,6,,50-75,r,na,,SF,,
guam,anaoarray,2-Jul-10,BE,6,f,open,Papaya,33.3,5,1,no,<2,h,dis,,TL,,
tinian,pina,13-Sep-10,SF,3,f,excl,Morinda,16.7,7,2,,5-Feb,dis,na,,SF,,
tinian,pina,13-Sep-10,SF,3,f,excl,Morinda,16.7,7,3,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,3,f,excl,Morinda,16.7,7,4,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,f,excl,Morinda,16.7,7,5,,50-75,r,na,,SF,,
tinian,pina,13-Sep-10,SF,3,f,excl,Morinda,16.7,7,6,,25-Oct,r,na,,SF,,
tinian,pina,13-Sep-10,SF,3,f,excl,Morinda,16.7,7,7,,25-Oct,r,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,6,H,open,Neisosperma,15.3,6,1,no,<2,Dis,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,4,g,excl,Papaya,33.6,4,2,,10-May,h,dis,,SF,,
tinian,pina,13-Sep-10,SF,4,g,excl,Papaya,33.6,4,3,,25-50,h,r,,SF,,
tinian,pina,13-Sep-10,SF,4,g,excl,Papaya,33.6,4,4,,10-May,h,na,,SF,,
guam,anaoarray,2-Jul-10,BE,6,h,open,Neisosperma,17.9,8,1,no,10-May,def,na,,TL,,
tinian,pina,13-Sep-10,SF,5,h,excl,Morinda,10.6,5,2,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,5,h,excl,Morinda,10.6,5,3,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,5,h,excl,Morinda,10.6,5,4,,25-Oct,h,na,,SF,,
tinian,pina,13-Sep-10,SF,5,h,excl,Morinda,10.6,5,5,,10-May,h,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,7,A,excl,Papaya,18.5,4,1,no,5-Feb,Def,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,2,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,3,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,4,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,5,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,6,,10-May,def,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,7,,25-Oct,def,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,8,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,4,h,excl,Neisosperma,32.6,9,9,,25-Oct,h,na,,SF,,
guam,anaoarray,2-Jul-10,BE,7,a,excl,Papaya,21.4,5,1,no,5-Feb,h,dis,,TL,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,2,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,3,,5-Feb,h,def,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,4,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,6,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,7,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,8,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,2,h,excl,Morinda,19.3,9,9,,25-Oct,r,na,,SF,,
guam,anaoarray,2-Jul-10,SP,7,c,open,Morinda,10.6,9,1,yes,na,na,na,,TL,,
tinian,pina,13-Sep-10,SF,3,g,excl,Papaya,31.6,7,2,,25-50,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,g,excl,Papaya,31.6,7,3,,25-Oct,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,g,excl,Papaya,31.6,7,4,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,g,excl,Papaya,31.6,7,5,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,g,excl,Papaya,31.6,7,6,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,3,g,excl,Papaya,31.6,7,7,,<2,h,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,7,D,excl,Neisosperma,17,8,1,no,0,NA,NA,,S. Perez,,
tinian,pina,13-Sep-10,SF,2,g,excl,Papaya,57.7,7,2,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,2,g,excl,Papaya,57.7,7,3,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,2,g,excl,Papaya,57.7,7,4,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,2,g,excl,Papaya,57.7,7,5,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,2,g,excl,Papaya,57.7,7,6,,<2,h,na,,SF,,
tinian,pina,13-Sep-10,SF,2,g,excl,Papaya,57.7,7,7,,10-May,h,na,,SF,,
guam,anaoarray,2-Jul-10,BE,7,d,excl,Neisosperma,23.8,6,1,no,0,na,na,,TL,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,2,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,3,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,4,,5-Feb,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,5,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,6,,25-Oct,def,na,spinach,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,7,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,8,,25-Oct,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,9,,10-May,h,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,10,,0,na,na,,SF,,
tinian,pina,13-Sep-10,SF,1,g,excl,Papaya,52,11,11,,<2,h,na,,SF,,
guam,anaoarray,2-Jul-10,SP,7,d,open,Morinda,17.4,9,1,no,75-99,dis,na,,TL,,
tinian,nlasu,15-Sep-10,SF,7,a,excl,Neisosperma,20.6,6,2,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,7,a,excl,Neisosperma,20.6,6,3,,25-Oct,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,7,a,excl,Neisosperma,20.6,6,4,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,7,a,excl,Neisosperma,20.6,6,5,,<2,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,7,a,excl,Neisosperma,20.6,6,6,,10-May,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,a,excl,Papaya,,,,,,na,na,dead; hsr added spp 2/24/11,SF,,
tinian,nlasu,15-Sep-10,SF,2,b,excl,Papaya,,,,,,na,na,dead; hsr added spp 2/24/11,SF,,
tinian,nlasu,15-Sep-10,SF,4,b,excl,Papaya,,,,,,na,na,dead; hsr added spp 2/24/11,SF,,
guam,ANAOarray,10-Jun-10,EH,7,E,open,Neisosperma,18.3,8,1,no,10-May,Def,NA,,S. Perez,,
guam,ANAOarray,10-Jun-10,EH,7,F,open,Papaya,31.1,6,1,no,5-Feb,H,NA,,S. Perez,,
guam,anaoarray,2-Jul-10,BE,7,f,open,Papaya,34.5,7,1,no,5-Feb,dis,h,,TL,,
guam,ANAOarray,10-Jun-10,EH,8,A,excl,Papaya,21.8,5,1,no,0,NA,NA,,S. Perez,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,2,,10-May,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,4,,<2,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,5,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,6,,50-75,r,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,7,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,8,,10-May,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,9,,5-Feb,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,10,,5-Feb,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,12,c,excl,Neisosperma,31.7,11,11,,10-May,h,na,,SF,,
guam,anaoarray,2-Jul-10,BE,8,a,excl,Papaya,24.2,6,1,no,5-Feb,dis,na,,TL,,
guam,anaoarray,2-Jul-10,SP,8,c,open,Morinda,14,10,1,no,25-Oct,dis,na,,TL,,
guam,anaoarray,2-Jul-10,SP,8,e,excl,Morinda,14.4,10,1,no,75-99,dis,na,,TL,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,2,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,4,,25-50,r,na,,SF,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,5,,25-Oct,r,na,,SF,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,6,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,7,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,4,e,excl,Neisosperma,20.5,8,8,,10-May,def,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,8,G,open,Papaya,7.5,1,1,yes,na,na,na,,S. Perez,,
tinian,nlasu,15-Sep-10,SF,7,e,excl,Morinda,12.5,4,2,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,7,e,excl,Morinda,12.5,4,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,7,e,excl,Morinda,12.5,4,4,,5-Feb,h,na,,SF,,
guam,anaoarray,2-Jul-10,KM,8,g,open,Papaya,0,0,0,,na,na,na,DEAD,TL,,
tinian,nlasu,15-Sep-10,SF,8,e,excl,Morinda,10.8,6,2,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,e,excl,Morinda,10.8,6,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,e,excl,Morinda,10.8,6,4,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,e,excl,Morinda,10.8,6,5,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,e,excl,Morinda,10.8,6,6,,0,na,na,,SF,,
guam,anaoarray,2-Jul-10,BE,8,h,open,Morinda,12.3,6,1,no,25-50,h,dis,,TL,,
guam,ANAOarray,10-Jun-10,EH,9,A,excl,Papaya,23.9,5,1,yes,na,na,na,,S. Perez,,
tinian,nlasu,15-Sep-10,SF,5,f,excl,Morinda,12.5,6,2,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,5,f,excl,Morinda,12.5,6,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,5,f,excl,Morinda,12.5,6,4,,25-Oct,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,5,f,excl,Morinda,12.5,6,5,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,5,f,excl,Morinda,12.5,6,6,,10-May,h,na,,SF,,
guam,anaoarray,2-Jul-10,BE,9,a,excl,Papaya,26.7,5,1,no,5-Feb,dis,h,,TL,,
tinian,nlasu,15-Sep-10,SF,8,f,excl,Neisosperma,21.1,7,2,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,f,excl,Neisosperma,21.1,7,3,,5-Feb,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,f,excl,Neisosperma,21.1,7,4,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,f,excl,Neisosperma,21.1,7,5,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,f,excl,Neisosperma,21.1,7,6,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,8,f,excl,Neisosperma,21.1,7,7,,<2,h,na,,SF,,
guam,ANAOarray,10-Jun-10,EH,10,A,excl,Papaya,26.8,5,1,no,0,NA,NA,,S. Perez,,
guam,anaoarray,2-Jul-10,BE,10,a,excl,Papaya,29.9,6,1,no,10-May,dis,h,,TL,,
guam,ANAOarray,10-Jun-10,EH,10,B,excl,Papaya,15.7,5,1,yes,na,na,na,,S. Perez,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,2,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,3,,25-50,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,4,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,5,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,6,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,7,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,f,excl,Neisosperma,24,8,8,,<2,dis,na,,SF,,
guam,anaoarray,2-Jul-10,SP,10,b,excl,Papaya,20.3,7,1,no,10-May,dis,na,,TL,,
tinian,nlasu,15-Sep-10,SF,14,g,excl,Morinda,14.6,6,2,,100,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,g,excl,Morinda,14.6,6,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,g,excl,Morinda,14.6,6,4,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,g,excl,Morinda,14.6,6,5,,10-May,def,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,g,excl,Morinda,14.6,6,6,,25-Oct,r,na,,SF,,
guam,anaoarray,2-Jul-10,SP,10,b,open,Morinda,14.7,8,1,no,25-Oct,dis,na,,TL,,
tinian,nlasu,15-Sep-10,SF,11,g,excl,Morinda,12.5,6,2,,100,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,11,g,excl,Morinda,12.5,6,3,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,11,g,excl,Morinda,12.5,6,4,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,11,g,excl,Morinda,12.5,6,5,,10-May,def,na,,SF,,
tinian,nlasu,15-Sep-10,SF,11,g,excl,Morinda,12.5,6,6,,25-Oct,r,na,,SF,,
guam,anaoarray,2-Jul-10,SP,10,d,open,Morinda,13.3,9,1,no,75-99,dis,na,,TL,,
guam,anaoarray,2-Jul-10,SP,10,e,excl,Morinda,11.5,6,1,no,10-May,h,dis,,TL,,
guam,anaoarray,2-Jul-10,SP,10,g,excl,Morinda,17.4,10,1,no,5-Feb,h,na,,TL,,
guam,ANAOarray,10-Jun-10,EH,10,H,excl,Neisosperma,15,6,1,no,0,NA,NA,,S. Perez,,
tinian,nlasu,15-Sep-10,SF,14,h,excl,Morinda,11.1,6,2,,25-Oct,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,h,excl,Morinda,11.1,6,3,,10-May,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,h,excl,Morinda,11.1,6,4,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,h,excl,Morinda,11.1,6,5,,5-Feb,h,na,,SF,,
tinian,nlasu,15-Sep-10,SF,14,h,excl,Morinda,11.1,6,6,,0,na,na,,SF,,
guam,anaoarray,2-Jul-10,SP,10,h,excl,Neisosperma,17.4,6,1,no,0,na,na,,TL,,
tinian,nlasu,15-Sep-10,SF,10,h,excl,Neisosperma,21.9,9,2,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,10,h,excl,Neisosperma,21.9,9,3,,<2,dis,na,,SF,,
tinian,nlasu,15-Sep-10,SF,10,h,excl,Neisosperma,21.9,9,4,,0,na,na,,SF,,
tinian,nlasu,15-Sep-10,SF,10,h,excl,Neisosperma,21.9,9,5,,0,na,na,,SF,,
